URL,ClassLabel,cluster_id,cluster_phish_rate,cluster_risk_label
https://www.clorox.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.mwra.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.texarkanagazette.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.stretchtite.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.acyhs.org,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.dionc.org,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.soundjack.eu,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.americatv.com.ar,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.visitsyracuse.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.caister.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.cognalys.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.diyhomefit.co.uk,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.hightail.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.ezglot.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.mdhelicopters.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.staedtestatistik.de,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.granvia2.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.bassfan.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.luceweb.eu,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.vnews.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.probablyrachel.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.firstimageus.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.tetilutsak.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
https://www.peak.c.u-tokyo.ac.jp,0.0,0,0.0004137360364087712,LOW RISK — Legitimate
https://www.bencrenshaw.com,0.0,2,0.9176178660049628,HIGH RISK — Phishing Campaign
